observable,n,nrmse,mae,r2
glucose_g_l,358,0.03623072727051616,0.4461893830222519,0.968276629517067
biomass_g_l,9157,0.06435263443348108,0.5292379260063171,0.9079381227493286
DO_percent,9399,0.08625120335762392,9.289816856384277,0.7754244804382324
pH,9399,0.05551825617260276,0.09069614112377167,0.9555331468582153
