observable,n,nrmse,mae,r2
glucose_g_l,359,0.029526006593987228,0.35124234838622165,0.9788494831828324
biomass_g_l,9143,0.046761828364882255,0.3914850354194641,0.9514907002449036
DO_percent,9402,0.06112931696362233,6.00662088394165,0.8853572607040405
pH,9402,0.05638703202288921,0.08655343949794769,0.9537761807441711
