parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.005037600640207529,9e-06,9.0,-0.44026659553249675
Ksubs,0.005,0.009523384273052216,5e-07,5.0,0.9046768546104431
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.029531478881836,0.01,10000.0,0.0029531478881835937
