observable,n,nrmse,mae,r2
glucose_g_l,360,0.034071214878984006,0.4185615779474151,0.9719467543191685
biomass_g_l,9073,0.05256164595791421,0.423903226852417,0.9381735324859619
DO_percent,9351,0.06907301366686537,7.0105509757995605,0.8608672618865967
pH,9351,0.06027517269223347,0.09361178427934647,0.9502504467964172
