parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.005390578880906105,9e-06,9.0,-0.4010467910104327
Ksubs,0.005,0.008987240493297577,5e-07,5.0,0.7974480986595154
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.030723571777344,0.01,10000.0,0.003072357177734375
