observable,n,nrmse,mae,r2
glucose_g_l,358,0.03157977311179334,0.37405023880660593,0.9758198761546892
biomass_g_l,9146,0.05042713732034857,0.4147193133831024,0.9430717825889587
DO_percent,9403,0.06831089510356551,6.664080619812012,0.8457126021385193
pH,9403,0.05891216508379517,0.08483745157718658,0.9506363272666931
