observable,n,nrmse,mae,r2
glucose_g_l,336,0.03187437229819655,0.4093764237669925,0.976652874924181
biomass_g_l,8001,0.05263154624263492,0.4426444172859192,0.9411890506744385
DO_percent,8279,0.0699529877543263,7.324581146240234,0.8659513592720032
pH,8279,0.06460932358916084,0.10386990010738373,0.9387168288230896
