observable,n,nrmse,mae,r2
glucose_g_l,22,0.016080358840943408,0.15756835365844715,0.9951168378709466
biomass_g_l,881,0.083230510118764,0.044756218791007996,0.7575803399085999
DO_percent,1045,0.06063906090530604,3.2189700603485107,0.8938712477684021
pH,1045,0.2284593306187113,0.37934306263923645,0.3087077736854553
