observable,n,nrmse,mae,r2
glucose_g_l,356,0.030455218927412795,0.3503726263849053,0.9773705908415411
biomass_g_l,9224,0.05103084483610716,0.43039464950561523,0.9417428970336914
DO_percent,9452,0.10949296088679128,9.013330459594727,0.5909867286682129
pH,9452,0.050775695796939226,0.07859286665916443,0.9641213417053223
