observable,n,nrmse,mae,r2
glucose_g_l,360,0.03493841940558797,0.43802525367476763,0.9704962450182466
biomass_g_l,9074,0.05350239897773442,0.44041743874549866,0.9359029531478882
DO_percent,9352,0.06988350342780333,7.033201217651367,0.8567243218421936
pH,9352,0.06489099643346748,0.10219582170248032,0.9422850012779236
