observable,n,nrmse,mae,r2
glucose_g_l,360,0.034628451298588714,0.4290557898267139,0.9660378374080135
biomass_g_l,9125,0.05535185006409763,0.3980600833892822,0.9290136098861694
DO_percent,9402,0.07042594060525513,6.809508800506592,0.8422768712043762
pH,9402,0.05573122086772735,0.09150812029838562,0.9530419111251831
