parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.004872108343988657,9e-06,9.0,-0.45865462844570476
Ksubs,0.005,0.009816788136959076,5e-07,5.0,0.9633576273918152
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.036981582641602,0.01,10000.0,0.0036981582641601564
