observable,n,nrmse,mae,r2
glucose_g_l,298,0.03831262714441683,0.5459535475643755,0.9678733841495865
biomass_g_l,6962,0.05436465121437801,0.4612349569797516,0.9391454458236694
DO_percent,7240,0.08431242746916753,8.82189655303955,0.8188779354095459
pH,7240,0.06384510844818092,0.10211820900440216,0.9402009844779968
