observable,n,nrmse,mae,r2
glucose_g_l,356,0.03375565960816146,0.40983482403073657,0.9721544012275719
biomass_g_l,9202,0.05192455293627199,0.43481191992759705,0.9380581974983215
DO_percent,9452,0.0755968224587297,6.52124547958374,0.8410796523094177
pH,9452,0.049426329265309155,0.07908132672309875,0.9653922915458679
