observable,n,nrmse,mae,r2
glucose_g_l,357,0.027804403003743105,0.3335807290841251,0.981451233153871
biomass_g_l,9219,0.04845478500976872,0.4016295075416565,0.94838947057724
DO_percent,9450,0.06412254533251177,6.407421112060547,0.8762342929840088
pH,9450,0.06034801547690239,0.09085503220558167,0.9480986595153809
