parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.004811490420252085,9e-06,9.0,-0.4653899533053239
Ksubs,0.005,0.0109783336520195,5e-07,5.0,1.1956667304039001
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.031915664672852,0.01,10000.0,0.003191566467285156
