observable,n,nrmse,mae,r2
glucose_g_l,52,0.024218983126828294,0.29990646905240576,0.9881964696218207
biomass_g_l,1802,0.06583228121375372,0.14746710658073425,0.8713497519493103
DO_percent,2080,0.08012926793383313,4.593122959136963,0.9361683130264282
pH,2080,0.08669631918520011,0.1255720853805542,0.8957428932189941
