parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.004985834006220102,9e-06,9.0,-0.44601844375332195
Ksubs,0.005,0.00965496152639389,5e-07,5.0,0.9309923052787781
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.031319618225098,0.01,10000.0,0.0031319618225097655
