observable,n,nrmse,mae,r2
glucose_g_l,357,0.027105377431361544,0.33069559070013976,0.9823721717275886
biomass_g_l,9219,0.047501656530400324,0.394008994102478,0.9503999352455139
DO_percent,9450,0.06334289005345893,6.625695705413818,0.8792256712913513
pH,9450,0.0601748293638557,0.09086266160011292,0.9483961462974548
