observable,n,nrmse,mae,r2
glucose_g_l,358,0.03361238763810746,0.39866573542887535,0.972717874803093
biomass_g_l,9145,0.052945540700543844,0.4269336462020874,0.9378421902656555
DO_percent,9405,0.06676675794661356,6.455271244049072,0.8455942273139954
pH,9405,0.06690091609966747,0.10443223267793655,0.9378798007965088
