observable,n,nrmse,mae,r2
glucose_g_l,360,0.03379814369534644,0.41512690041420797,0.9723946300126924
biomass_g_l,9073,0.052301204308923925,0.42756903171539307,0.9387847185134888
DO_percent,9351,0.06808801806483171,6.916118144989014,0.8648070693016052
pH,9351,0.06039405223184494,0.09377583116292953,0.9500539898872375
