observable,n,nrmse,mae,r2
glucose_g_l,360,0.03440302881184081,0.43135502650692453,0.9713935383279505
biomass_g_l,9074,0.05296339547135908,0.4372783601284027,0.9371879696846008
DO_percent,9352,0.06813376644816829,6.750509738922119,0.8638091683387756
pH,9352,0.06180995932484723,0.09901588410139084,0.9476355314254761
