observable,n,nrmse,mae,r2
glucose_g_l,359,0.03651594673289471,0.4630045071135149,0.9681625522567173
biomass_g_l,9164,0.0552349452489725,0.4600832164287567,0.9328680634498596
DO_percent,9401,0.0763368866888071,7.823930740356445,0.8253216743469238
pH,9401,0.0570457552740624,0.08448351174592972,0.9532189965248108
