observable,n,nrmse,mae,r2
glucose_g_l,359,0.032821008137676244,0.39987062062988216,0.9739785253911225
biomass_g_l,9131,0.05261391857536485,0.4273260831832886,0.9388251900672913
DO_percent,9404,0.10498227727239058,8.41533374786377,0.6457138061523438
pH,9404,0.060595313995847215,0.09336572140455246,0.947147011756897
