Benchmark,Observable,R2 mean,R2 median,R2 std,MAE mean,MAE median,MAE std,NRMSE mean,NRMSE median,NRMSE std
Forecasting Scan,Biomass / OD,0.0,0.0,0.0,2.0298331737530915,1.9538853766955326,0.5923743989505446,0.35583016997141564,0.3480846605265612,0.08776478279430641
Forecasting Scan,Glucose,0.2727705966421196,0.242686277464726,0.3115457033497045,0.5072131405595381,0.27948105458358474,0.5977354373973071,0.0435062984933653,0.029957116596235747,0.04661784902290651
Forecasting Scan,DO,0.0,0.0,0.0,41.77507686052986,52.35171551922848,33.58086023295773,0.25649457187293767,0.3499867110006588,0.19678645069205197
Forecasting Scan,pH,0.0,0.0,0.0,0.6554550512120224,0.627099653167013,0.27210208787299034,0.36068489865260545,0.3353198736350248,0.14165752945324298
