observable,n,nrmse,mae,r2
glucose_g_l,113,0.03400871251921072,0.5506139059784538,0.974201631746342
biomass_g_l,2837,0.06750081848184575,0.32526883482933044,0.9265273213386536
DO_percent,3115,0.0793465579378884,7.27896785736084,0.8600890636444092
pH,3115,0.06185533393738237,0.09331214427947998,0.9458301067352295
