parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.0050110467709600925,9e-06,9.0,-0.4432170254488786
Ksubs,0.005,0.00958358496427536,5e-07,5.0,0.916716992855072
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.028636932373047,0.01,10000.0,0.0028636932373046877
