observable,n,nrmse,mae,r2
glucose_g_l,253,0.03748536546075646,0.5706923439298167,0.9704941293043994
biomass_g_l,5934,0.05636442135771143,0.4709703028202057,0.9339267015457153
DO_percent,6212,0.09270353723487729,9.657414436340332,0.7965850830078125
pH,6212,0.056915631463015086,0.09252159297466278,0.952390730381012
