Experiment_id,observable,n,nrmse,mae,r2
AMBR1_14,glucose_g_l,184,0.022876927830268297,0.28036779388800415,0.0
AMBR1_14,biomass_g_l,200,0.02933665088990387,0.2827107056746911,0.0
AMBR1_14,DO_percent,200,0.2981938085612345,46.58268199094418,0.0
AMBR1_14,pH,200,0.034752450983540614,0.06629973297636639,0.0
AMBR1_15,glucose_g_l,184,0.0008743334995434369,0.010963115637581592,
AMBR1_15,biomass_g_l,200,0.07485421838461653,0.742367840628545,0.0
AMBR1_15,DO_percent,200,0.15747371804848748,27.45146548470344,0.0
AMBR1_15,pH,200,0.06530282215462885,0.12345829064762476,0.0
AMBR1_16,glucose_g_l,184,0.0010155064202138652,0.013305883489564291,
AMBR1_16,biomass_g_l,200,0.05312268907138014,0.5396294793247806,0.0
AMBR1_16,DO_percent,200,0.03567803742811769,3.998907431802976,0.0
AMBR1_16,pH,200,0.10449428720633261,0.2118545955837668,0.0
AMBR1_17,glucose_g_l,184,0.002458268402066829,0.03359714728962301,
AMBR1_17,biomass_g_l,200,0.05236877852457838,0.47446507753616346,0.0
AMBR1_17,DO_percent,200,0.1055535861726933,12.76271369370126,0.0
AMBR1_17,pH,200,0.13591615339611612,0.2773732245008511,0.0
AMBR1_18,glucose_g_l,185,0.00999098087913885,0.1465777366182711,0.0
AMBR1_18,biomass_g_l,200,0.167918602013686,1.6591703835307892,0.0
AMBR1_18,DO_percent,200,0.1463189351201549,20.604147263601853,0.0
AMBR1_18,pH,200,0.22591695091183536,0.47381766790424856,0.0
AMBR1_21,glucose_g_l,186,0.0006996669330412976,0.008736264501054854,
AMBR1_21,biomass_g_l,200,0.018884347985024523,0.1706521577151002,0.5483264598931049
AMBR1_21,DO_percent,200,0.15985630823711344,28.20013151879259,0.0
AMBR1_21,pH,200,0.08282055447531225,0.1597435437112961,0.0
AMBR1_22,glucose_g_l,187,0.0005726057714386581,0.007128309064502979,
AMBR1_22,biomass_g_l,200,0.029127891205186135,0.26540090208660283,0.0
AMBR1_22,DO_percent,200,0.16180522918860982,28.690359524981577,0.0
AMBR1_22,pH,200,0.09001583647921248,0.17661597523789965,0.0
AMBR1_23,glucose_g_l,187,0.0004651623480068424,0.005785295906533279,
AMBR1_23,biomass_g_l,200,0.047853745488504275,0.4759407337887421,0.0
AMBR1_23,DO_percent,200,0.16422327900977268,29.208428774021023,0.0
AMBR1_23,pH,200,0.09454430294234097,0.18655963970370956,0.0
AMBR1_24,glucose_g_l,187,0.0003853027463140949,0.0047822517112835776,
AMBR1_24,biomass_g_l,200,0.05906910564893549,0.5975550798989261,0.0
AMBR1_24,DO_percent,200,0.16479876619934347,29.349908780387512,0.0
AMBR1_24,pH,200,0.12566354979493327,0.25399340514167235,0.0
AMBR2_5,glucose_g_l,97,0.0006138980638968343,0.009976798442778005,0.0
AMBR2_5,biomass_g_l,181,0.2561232207272279,2.277733792092836,0.0
AMBR2_5,DO_percent,181,0.22108070280657596,35.09335693370503,0.0
AMBR2_5,pH,181,0.1302089826517216,0.25372615808667187,0.0
AMBR2_6,glucose_g_l,97,0.00010143130499732923,0.001609049712250097,
AMBR2_6,biomass_g_l,181,0.05390000914948646,0.5375723234907113,0.0
AMBR2_6,DO_percent,181,0.012929722223256251,1.0049715568414415,0.0
AMBR2_6,pH,181,0.03572489228061522,0.06773970702535875,0.0
AMBR2_7,glucose_g_l,97,0.0005685752193655999,0.009554335091397427,
AMBR2_7,biomass_g_l,181,0.2973626606522752,2.7355685775470415,0.0
AMBR2_7,DO_percent,181,0.23944205019370152,38.921304334715416,0.0
AMBR2_7,pH,181,0.15225752026139905,0.3011348615965761,0.0
AMBR2_8,glucose_g_l,97,9.500838761262613e-05,0.0014817132002471938,
AMBR2_8,biomass_g_l,180,0.07961672643174542,0.8330085386077226,0.0
