observable,n,nrmse,mae,r2
glucose_g_l,356,0.030408085069554534,0.34899949166488886,0.9774405812093353
biomass_g_l,9224,0.05113370596088775,0.4305623173713684,0.9415078163146973
DO_percent,9452,0.10955871187742597,9.022544860839844,0.5904953479766846
pH,9452,0.050901335344252285,0.07847204804420471,0.963943600654602
