observable,n,nrmse,mae,r2
glucose_g_l,360,0.033346684372584624,0.4270527889610131,0.9729116622633236
biomass_g_l,9072,0.06106648016203625,0.49823319911956787,0.9163053631782532
DO_percent,9350,0.0807291397259696,8.237076759338379,0.808268666267395
pH,9350,0.03873824412920647,0.045036908239126205,0.9861917495727539
