observable,n,nrmse,mae,r2
glucose_g_l,360,0.034635586101820076,0.4302677563129454,0.9660238409223904
biomass_g_l,9125,0.055292815298198156,0.3990400731563568,0.9291649460792542
DO_percent,9402,0.0704410549393423,6.820895195007324,0.8422091603279114
pH,9402,0.055905304221454725,0.09220905601978302,0.9527481198310852
