observable,n,nrmse,mae,r2
glucose_g_l,359,0.03614546809174673,0.4549808160181872,0.9687091139145751
biomass_g_l,9164,0.05763218117874353,0.475396990776062,0.9267632961273193
DO_percent,9401,0.07728592051490443,7.737064361572266,0.8209532499313354
pH,9401,0.057332686827709735,0.09010948240756989,0.953992486000061
