loss,data_loss,val_data_loss,residual_loss,auxiliary_loss,regularization_loss,r2_scores_train,r2_scores_val,softadapt_data_weight,softadapt_residual_weight,softadapt_auxiliary_weight,softadapt_regularization_weight,r2_train_glucose_mol_l,r2_val_glucose_mol_l,r2_train_biomass_g_l,r2_val_biomass_g_l,r2_train_DO_percent,r2_val_DO_percent,r2_train_pH,r2_val_pH
0.46887409687042236,0.4688709080219269,0.4614218473434448,3.200554147042567e-06,1.364242106869501e-13,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,
0.4661477208137512,0.46614453196525574,0.4587402939796448,3.18629463436082e-06,1.364242106869501e-13,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,
0.18329115211963654,0.46374523639678955,0.45611780881881714,3.173167669956456e-06,1.364242106869501e-13,0.0,,,0.3952389359474182,0.31226396560668945,0.14624853432178497,0.14624851942062378,,,,,,,,
0.1824648231267929,0.4613887071609497,0.45363283157348633,3.1619997571397107e-06,1.364242106869501e-13,0.0,,,0.3954666256904602,0.3120630979537964,0.1462351381778717,0.1462351232767105,,,,,,,,
0.1815946400165558,0.4591282308101654,0.45121830701828003,3.1501649573328905e-06,1.364242106869501e-13,0.0,,,0.39551839232444763,0.311992347240448,0.14624466001987457,0.14624466001987457,,,,,,,,
0.1807742863893509,0.4568883180618286,0.4490984380245209,3.138931333523942e-06,1.364242106869501e-13,0.0,,,0.3956619203090668,0.3117959201335907,0.14627109467983246,0.14627107977867126,,,,,,,,
0.1800287961959839,0.4549207389354706,0.4467783272266388,3.128799107798841e-06,1.364242106869501e-13,0.0,,,0.3957344889640808,0.3116757273674011,0.14629489183425903,0.14629487693309784,,,,,,,,
0.1792909950017929,0.4528440237045288,0.44450581073760986,3.117751930403756e-06,1.364242106869501e-13,0.0,,,0.3959200382232666,0.31152036786079407,0.14627978205680847,0.14627976715564728,,,,,,,,
0.17846256494522095,0.45070675015449524,0.4423184394836426,3.106928943452658e-06,1.364242106869501e-13,0.0,,,0.39595943689346313,0.31137630343437195,0.14633214473724365,0.14633214473724365,,,,,,,,
0.17769873142242432,0.4487355053424835,0.44015032052993774,3.096909722444252e-06,1.364242106869501e-13,0.0,,,0.39599665999412537,0.3112661838531494,0.14636854827404022,0.14636854827404022,,,,,,,,
0.1769867092370987,0.44678136706352234,0.4377983808517456,3.087503955612192e-06,1.364242106869501e-13,0.0,,,0.39613503217697144,0.31112679839134216,0.146369069814682,0.14636902511119843,,,,,,,,
