observable,n,nrmse,mae,r2
glucose_g_l,358,0.03269280920591494,0.3917156267445186,0.9741087382409831
biomass_g_l,9157,0.04799509224105995,0.3932245075702667,0.9486976265907288
DO_percent,9402,0.1102672363379381,8.694887161254883,0.6333733797073364
pH,9402,0.050657234048228,0.07505591958761215,0.9634949564933777
