Experiment_id,observable,n,nrmse,mae,r2
AMBR1_14,glucose_g_l,285,0.052217004446645586,0.7703931876801243,0.3655989567999167
AMBR1_14,biomass_g_l,301,0.2206684075169994,1.538529553330344,0.0
AMBR1_14,DO_percent,301,0.004571978584127786,0.43299911690550846,0.0
AMBR1_14,pH,301,0.15916617930459412,0.3026064070864043,0.0
AMBR1_15,glucose_g_l,285,0.010709436411272113,0.09779658301698012,0.7197753136650347
AMBR1_15,biomass_g_l,301,0.2059856384975461,1.4043226526904449,0.0
AMBR1_15,DO_percent,301,0.009637165409070038,0.7901232774863128,0.0
AMBR1_15,pH,301,0.14873316222992058,0.2597604908028099,0.0
AMBR1_16,glucose_g_l,285,0.009520192703434233,0.08281170753313721,0.6121809817370072
AMBR1_16,biomass_g_l,301,0.22220157530795623,1.6563075790479787,0.0
AMBR1_16,DO_percent,301,0.009185157818204566,0.8536269940787835,0.0
AMBR1_16,pH,301,0.10118839612965673,0.1751825372716873,0.0
AMBR1_17,glucose_g_l,285,0.01643814466390166,0.1487958365499238,0.0
AMBR1_17,biomass_g_l,301,0.24912270439658513,1.9179676208772256,0.0
AMBR1_17,DO_percent,301,0.009353715000139179,1.0186614241634837,0.0
AMBR1_17,pH,301,0.07884018695629276,0.14780513187998434,0.0
AMBR1_18,glucose_g_l,285,0.05019436157131154,0.6302029816254819,0.8093270626381407
AMBR1_18,biomass_g_l,300,0.15138760082338468,1.1556932675481446,0.0
AMBR1_18,DO_percent,300,0.008804924989716766,0.8188349312430637,0.0
AMBR1_18,pH,300,0.18618416694177206,0.3825057092819625,0.0
AMBR1_21,glucose_g_l,286,0.010129423775964371,0.08642178648632141,0.4171139805606877
AMBR1_21,biomass_g_l,300,0.1896061957508434,1.2711417555828484,0.0
AMBR1_21,DO_percent,300,0.10065234199568053,16.348555982581175,0.0
AMBR1_21,pH,300,0.14392934387740852,0.24540723810116247,0.0
AMBR1_22,glucose_g_l,286,0.0029008197766992585,0.022592818963274832,0.9742644506229531
AMBR1_22,biomass_g_l,299,0.224867579264385,1.4580212218797017,0.0
AMBR1_22,DO_percent,299,0.1990114689078214,32.52620605992961,0.0
AMBR1_22,pH,299,0.1334426341999328,0.2258652487778931,0.0
AMBR1_23,glucose_g_l,286,0.004571651702871885,0.03309504352636183,0.9035362839525201
AMBR1_23,biomass_g_l,299,0.2661887967631469,1.7069720737938185,0.0
AMBR1_23,DO_percent,299,0.30290700375829976,50.43291297901205,0.0
AMBR1_23,pH,299,0.12451301357097762,0.21136917306446976,0.0
AMBR1_24,glucose_g_l,286,0.0032479096693489645,0.019135185937631066,0.8911533907186497
AMBR1_24,biomass_g_l,299,0.21031802513895742,1.4774577785141447,0.0
AMBR1_24,DO_percent,299,0.4141987141693251,70.47048525481704,0.0
AMBR1_24,pH,299,0.12743020621944812,0.21644377462386466,0.0
AMBR2_5,glucose_g_l,187,0.0011466457248466319,0.016630042063153227,0.42891011296593085
AMBR2_5,biomass_g_l,271,0.027281984920393538,0.18084468557361172,0.0
AMBR2_5,DO_percent,271,0.0002841720497226395,0.03548567523789186,0.0
AMBR2_5,pH,271,0.01735227655112481,0.02974963328428871,0.0
AMBR2_6,glucose_g_l,187,0.0007192540304605449,0.005877790967272421,0.0
