observable,n,nrmse,mae,r2
glucose_g_l,358,0.03121978555203615,0.3703865757020572,0.9763680074448902
biomass_g_l,9146,0.0504547572469604,0.4138798117637634,0.9430094361305237
DO_percent,9403,0.06970102339290295,6.787121295928955,0.8393691778182983
pH,9403,0.05831875030853747,0.08371942490339279,0.9516257643699646
