observable,n,nrmse,mae,r2
glucose_g_l,358,0.03397692438356743,0.4179780812208627,0.9720668438585646
biomass_g_l,9124,0.0538405807740545,0.43731606006622314,0.934585690498352
DO_percent,9401,0.08277256993174857,7.3283891677856445,0.8276165127754211
pH,9401,0.05348466911896303,0.08209443092346191,0.9587709903717041
