parameter,default_value,learned_value,range_low,range_high,relative_change
mu_max,0.009,0.004975105170160532,9e-06,9.0,-0.44721053664882976
Ksubs,0.005,0.009683273732662201,5e-07,5.0,0.9366547465324402
KLaO2,2.0,1.9999457597732544,0.002,2000.0,-2.7120113372802734e-05
KLaCO2,10.0,10.028339385986328,0.01,10000.0,0.0028339385986328124
